job_id,student_id,job_positions,skills,education_performance,work_experience_titles,work_experience_descriptions
66d1ac36b2a43d53531ff35f,65a18c5bfe93f9ae3165a843,"['Computer Engineer', 'AI Specialist', 'Back-End Developer']","['Problem-solving', 'Java', 'Python']",7.33,['Network Engineer'],"['As an intern at a software company, I actively contributed to software development projects, assisted in coding, debugging, and testing software applications. I collaborated with cross-functional teams, learned agile methodologies, and gained practical experience in software development, enhancing my problem-solving and programming skills.\n']"
66d1ac36b2a43d53531ff35f,65a1f4f7faf9360f490a4228,"['AI Specialist', 'Back-End Developer']","['C++', 'Java', 'Problem-solving', 'Analytical and problem-solving skills']",7.63,['AWS'],"['1. Successfully completed the AWS Certified Solutions Architect - Associate exam.\n2. Implemented and managed AWS infrastructure for multiple projects, ensuring high availability and scalability.\n3. Designed and implemented cost optimization strategies, resulting in significant cost savings for the company.\n4. Developed and maintained automated deployment pipelines using AWS CloudFormation and AWS CodePipeline.\n5. Implemented security best practices on the AWS platform, including configuring IAM roles and policies.\n6. Worked closely with cross-functional teams to migrate on-premises applications to AWS, ensuring minimal downtime and smooth transition.\n7. Utilized AWS CloudWatch to monitor and troubleshoot application performance issues.\n8. Optimized database performance by leveraging AWS services such as Amazon RDS and DynamoDB.\n9. Implemented disaster recovery solutions using AWS services like Amazon S3 and Amazon Glacier for data backup and recovery.\n10. Collaborated with developers to design and implement scalable, fault-tolerant applications using AWS services like EC2 and Elastic Load Balancer.']"
66d1ac36b2a43d53531ff35f,65a20a2652948f2b2840d719,"['Cybersecurity Analyst', 'Full Stack Developer', 'Data Scientist']","['Python', 'java', 'Dsa']",8.04,['Data Analyst'],"['1. Performed data analysis on large datasets to identify trends, patterns, and anomalies.\n2. Developed and implemented data models and algorithms to extract meaningful insights from complex datasets.\n3. Collaborated with cross-functional teams to understand business requirements and translate them into data analysis solutions.\n4. Conducted statistical analysis and hypothesis testing to validate data-driven decisions.\n5. Created data visualizations and reports to effectively communicate analytical findings to stakeholders.\n6. Assisted in data cleaning, preprocessing, and data quality assurance to ensure accuracy and consistency of data.\n7. Utilized programming languages such as Python and R to manipulate and analyze data.\n8. Identified opportunities for process improvements and provided recommendations based on data analysis results.\n9. Conducted market research and competitive analysis to support business strategies and decision-making.\n10. Collaborated with team members to develop predictive models and forecasting techniques to optimize business performance.\n11. Actively participated in training sessions and workshops to enhance technical skills and stay updated with industry trends.']"
66d1ac36b2a43d53531ff35f,65a12ad9d4f53c258e10adb0,"['Software Engineer', 'Full Stack Developer', 'Data Scientist']","['Problem-solving', 'java', 'Python', 'Algorithms and Data Structures', 'Data Science', 'Front-end Development', 'Artificial Intelligence', 'Front-End Frameworks (React, Angular, Vue)', 'Object-Oriented Programming', 'Continuous Integration', 'Operating Systems']",7.6,['Full Stack Developer'],['Designing and implementing scalable and efficient web applications\nCollaborating with cross-functional teams to develop and maintain software solutions\nWriting clean and maintainable code that meets coding standards and best practices\nContributing to the continuous improvement and optimization of the development process\nParticipating in code reviews to ensure code quality and proper documentation\nIdentifying and resolving technical issues and bugs in a timely manner\nCreating and maintaining technical documentation for future reference\nStaying up-to-date with industry trends and advancements in web development\nTaking ownership of assigned projects and meeting project deadlines\nProviding technical guidance and support to fellow team members when needed']
66d1ac36b2a43d53531ff35f,65a1483bfaf9360f4909fc4e,"['Software Engineer', 'Front-End Developer', 'Cybersecurity Analyst']","['Active Listening', 'HTML/CSS', 'Analytical and problem-solving skills', 'java', 'Database Management', 'SQL', 'Algorithms and Data Structures', 'Salesforce', 'Cryptography', 'Power BI', 'JavaScript', 'Python', 'Cybersecurity', 'Network security', 'Front-end Development', 'Data Analysis']",8.92,"['Java Developer', 'Software developer', 'Salesforce developer']","['As a java developer, I developed some projects like Time and stopwatch, folder locker etc.']"
66d1ac36b2a43d53531ff35f,65a184e6faf9360f490a2a35,"['Software Engineer', 'Data Scientist', 'Business Intelligence Analyst', 'Front-End Developer', 'Full Stack Developer']","['C/C++', 'JavaScript', 'HTML/CSS', 'Python', 'Big Data Analytics']",9.26,['Intern'],"['Developed and designed responsive website. Implemented various web technologies (HTML, CSS, JavaScript, etc.) to enhance website functionality and\nimplemented SEO strategies.']"
66d1ac36b2a43d53531ff35f,65a20ada14a5f3624a10518e,"['Data Scientist', 'Computer Engineer', 'Software Engineer', 'Front-End Developer']","['Problem-solving', 'java', 'Python', 'SQL', 'Algorithms and Data Structures']",9.02,['Data Analyst'],"['Provided data analysis and insights to support decision-making processes\nAnalyzed large datasets using statistical techniques and tools to identify trends, patterns, and correlations\nCreated visualizations and reports to communicate findings and recommendations to stakeholders\nCollaborated with cross-functional teams to gather and interpret data to drive business objectives\nDeveloped and implemented data collection methodologies and processes\nIdentified areas for process improvement and efficiency through data analysis\nPerformed data cleansing and validation to ensure data accuracy and integrity\nConducted ad-hoc analysis and research to support specific business projects and initiatives\nGenerated regular reports and dashboards to monitor key performance indicators\nStayed updated with industry trends and best practices in data analysis to enhance skills and knowledge']"
66d1ac36b2a43d53531ff35f,65a1ef62faf9360f490a3f5b,"['Data Scientist', 'Data Engineer', 'Full Stack Developer']","['Data Analysis', 'SQL', 'Python', 'java']",8.37,['APSSDC summer internship '],"[""Received education and training in various aspects related to the company\nGained knowledge about the company's products and services\nLearned about the company's target market and customer base\nParticipated in workshops and seminars organized by the company\nReceived hands-on training in using different software and tools\nAttended meetings and presentations to understand the company's operations\nWorked on real-life projects to apply theoretical knowledge in practical scenarios\nCollaborated with team members and learned about different roles within the company\nPracticed problem-solving and critical thinking skills through challenging tasks\nReceived feedback and guidance from experienced professionals\nDeveloped networking skills by interacting with employees from various departments\nLearned about the company's work culture and values\nExplored potential career paths within the company\nReceived certification or recognition for completing specific training programs\nImproved communication skills through regular interactions with colleagues\nEnhanced time management and organizational skills by meeting project deadlines\nGained insight into industry trends and future prospects\nBuilt professional connections with industry experts\nExplored opportunities for personal and professional growth within the company\nAcquired industry-specific knowledge and skills through specialized training sessions""]"
66d1ac36b2a43d53531ff35f,65a1f479faf9360f490a41ef,"['Software Engineer', 'Back-End Developer', 'Front-End Developer']","['java', 'Python', 'HTML/CSS', 'Algorithms and Data Structures', 'JavaScript', 'Object-Oriented Programming', 'Operating Systems']",7.73,['AWS'],['Implemented and managed various AWS services for clients\nCreated and maintained infrastructure as code using AWS CloudFormation\nDeveloped and maintained CI/CD pipelines using AWS CodePipeline\nDesigned and implemented scalable and fault-tolerant architectures on AWS\nProvided technical guidance and support to clients for their AWS implementations\nOptimized AWS resources to improve performance and cost-efficiency\nEnsured security and compliance of AWS environments\nConducted training and workshops on AWS best practices for team members\nCollaborated with cross-functional teams to deliver successful projects\nPerformed troubleshooting and resolved issues related to AWS services\nKept up-to-date with the latest AWS services and features\nParticipated in regular meetings and status updates with clients and team members\nDocumented and presented technical solutions to clients and stakeholders\nContributed to the continuous improvement of AWS processes and methodologies\nReceived positive feedback from clients and team members for exceptional AWS solutions']
66d1ac36b2a43d53531ff35f,65a20c3914a5f3624a1053fc,"['Full Stack Developer', 'Back-End Developer', 'Front-End Developer', 'Computer Engineer']","['Web Design', 'React Native', 'React', 'Artificial Intelligence', 'Front-End Frameworks (React, Angular, Vue)', 'Problem-solving', '3D Modeling', 'Web Development', 'MongoDB', 'HTML', 'JavaScript', 'CSS', 'UI/UX Design', 'Express.js', 'Node.js', 'Git']",7.66,['Web Designer'],"[""1. Designed and developed visually appealing and user-friendly website for the company\n2. Collaborated with the marketing team to create graphic designs for online and offline marketing campaigns\n3. Conducted user research and implemented user-centered design principles to optimize website functionality and user experience\n4. Coordinated with the development team to ensure seamless integration of design elements and optimal performance of the website\n5. Regularly updated and maintained the website content, ensuring accurate and up-to-date information for visitors\n6. Assisted in the creation and implementation of brand guidelines, ensuring consistency in design and communication across different platforms\n7. Worked closely with cross-functional teams to support their design needs and ensure alignment with the company's brand identity\n8. Conducted usability testing and gathered feedback to identify areas for improvement and enhance the overall user experience\n9. Stayed up-to-date with industry trends and emerging technologies, applying them to design projects to enhance innovation and competitiveness\n10. Participated in brainstorming sessions and collaborated in the development of new website features and functionalities""]"
66d1ac36b2a43d53531ff35f,65a26882faf9360f490a83de,"['Cybersecurity Analyst', 'Full Stack Developer', 'Data Engineer']","['Creative Problem Solving', 'java', 'Python']",8.33,['web developer'],"['Developed and maintained web applications using a variety of programming languages and technologies.\nCollaborated with cross-functional teams to gather requirements, analyze user needs, and implement design solutions.\nImplemented responsive web designs to ensure optimal user experience across different devices and screen sizes.\nPerformed regular testing and debugging to identify and fix any issues or bugs in the codebase.\nOptimized website performance by conducting code reviews, implementing caching mechanisms, and optimizing database queries.\nIntegrated third-party APIs to enhance functionality and improve system capabilities.\nWorked closely with the design team to ensure seamless integration of UI/UX designs into the web development process.\nParticipated in regular team meetings and brainstorming sessions to contribute innovative ideas and problem-solving approaches.\nConducted research on emerging web technologies and trends to stay updated with industry advancements.\nProvided technical support and troubleshooting assistance to clients and end-users when necessary.\nContinuously improved coding practices and enhanced coding standards within the development team.\nCollaborated with project managers to ensure timely delivery of web development projects and adherence to project timelines.\nMaintained clear and effective communication with clients to ensure requirements are understood and met.\nAssisted in the training and mentorship of junior web developers to foster a collaborative and knowledge-sharing environment.']"
66d1ac36b2a43d53531ff35f,659fea4afaf9360f4909c914,"['Mobile App Developer', 'Software Associate AI/ML', 'Software Engineer', 'Full Stack Developer']","['Mobile Application Development', 'Android Studio', 'Agile Methodology', 'SQL', 'Artificial Intelligence', 'Android Development', 'Blockchain', 'Algorithms and Data Structures', 'AJAX', 'Testing/Debugging Tools (Chrome DevTools, Firebug)', 'Linux', 'Teamwork', 'Firebase', 'User Experience Design', 'API Integration', 'Data Management', 'Git', 'MongoDB', 'Responsive Web Design', 'Express.js', 'HTML', 'CSS', 'React', 'Node.js', 'JavaScript']",8.03,"['Member of Norman Lab', 'Research Assistant']",['Working as the research intern in the domain of AIML where performing and analyzing various code similarity checking tools by using the Large Data collected by various online examination . The main motive of the research is to analyze the tools which will give the best results on code similarity checking by using the various methods of code checking']
66d1ac36b2a43d53531ff35f,65a16978faf9360f490a15c7,"['Software Engineer', 'Business Intelligence Analyst', 'Data Scientist', 'AI Specialist', 'Associate Engineer', 'UI/UX Designer', 'Full Stack Developer', 'Data Engineer']","['Big Data', 'Data Cleaning', 'Data Analysis', 'SQL', 'Python', 'java', 'HTML/CSS']",8.63,['Training'],"[""Completed a 3-month training program at APSSDC\nParticipated in various workshops and seminars organized by APSSDC\nLearned and practiced essential skills required for the desired job role\nEngaged in team-building activities to enhance collaboration and communication skills\nWorked on real-life projects to gain hands-on experience\nReceived feedback and guidance from experienced trainers and mentors\nDeveloped a strong understanding of the company's goals and values\nEnhanced problem-solving and analytical skills\nImproved time management skills to meet project deadlines\nDeveloped an understanding of industry trends and practices\nExpanded professional network through interactions with colleagues and industry professionals\nContributed to the success of the company by actively participating in team meetings and discussions\nGained knowledge of relevant software and tools used in the industry\nDemonstrated continuous learning by staying updated with the latest industry advancements\nReceived certification upon successful completion of the training program\nBuilt a strong foundation in the field through structured learning modules\nEngaged in practical exercises to apply theoretical knowledge in real-world scenarios\nParticipated in mock interviews and received valuable feedback for improvement\nImproved presentation and public speaking skills through regular practice sessions\n""]"
66d1ac36b2a43d53531ff35f,65a148c0faf9360f4909fce0,"['Software Engineer', 'Data Engineer']","['Big data technologies', 'Machine learning and artificial intelligence', 'Programming languages (e.g., Java, C++, Python)', 'HTML', 'java']",7.2,['Intern'],"[""1. Successfully completed a 3-month internship at APSSDC\n2. Assisted the team in designing and implementing various software applications\n3. Collaborated with colleagues to gather requirements and create project plans\n4. Conducted extensive research and analysis to support project development\n5. Developed and tested code for assigned modules under the guidance of senior developers\n6. Participated in team meetings and contributed ideas for process improvement\n7. Attended training sessions to enhance technical skills and knowledge\n8. Assisted in troubleshooting and resolving technical problems for clients\n9. Demonstrated strong problem-solving skills and attention to detail\n10. Actively participated in team-building activities and company events\n11. Maintained regular communication with team members and supervisors\n12. Sought feedback from mentors and implemented suggestions for professional growth\n13. Completed all assigned tasks within given deadlines with high quality\n14. Learned about the company's operations, values, and objectives\n15. Developed a better understanding of the industry's best practices and trends""]"
66d1ac36b2a43d53531ff35f,65a1bf4ffaf9360f490a39af,"['Computer Engineer', 'Front-End Developer', 'Web Developer', 'Data Engineer', 'Back-End Developer']","['Problem Solving', 'Figma', 'Front-end Development', 'Responsive Web Design', 'Mobile Application Development', 'Python', 'java', 'Backend Development', 'Data Analysis']",7.76,"['business development Analyst', 'Research Assistant', 'Web Developer', 'Graphic Designer']","['I had a great experience working with a team and a very supportive lead, where we all focused on boosting sales and finding new ways to promote our services.\nour services include:-\n-> Taking local businesses online\n->improving ranking \n->improving the reviews, by focusing on the main causes of the negative ones.\n\nI learned a lot of stuff at there, like:-\n->working with a team\n->Social media marketing \n-> problem-solving', 'Pathloss models are essential tools for characterizing in-vivo communication\n channels at terahertz frequencies.\n • we fetched data,fromonlinerepositoryandfindouttotalpathlossofthe\n signal when transmitted in in-body channels at tera-hertz frequencies.', 'It was a learning, opportunity, for me, where, at first they taught me the basics of HTML, CSS, and JS, and then I implemented the acquired knowledge on some hands-on projects.', ""I created visually appealing marketing collateral using Adobe Creative Suite, collaborating cross-functionally to contribute to the company's brand identity and user-friendly website. I generated innovative ideas for marketing campaigns, managing multiple projects with precision, and received positive feedback for consistently delivering impactful designs aligned with key messages.""]"
66d1ac36b2a43d53531ff35f,65a17579f749d8d5e248f90e,"['Software Engineer', 'Front-End Developer', 'Program Manager', 'Full Stack Developer', 'Community Outreach Coordinator']","['Problem-solving', 'API Design', 'API Development', 'Ability to work under pressure', 'Animation']",7.34,['Full Stack Developer'],"['1. Developed and maintained front-end and back-end systems for web applications\n2. Collaborated with cross-functional teams to gather requirements and define project scope\n3. Designed and implemented responsive user interfaces using HTML, CSS, and JavaScript frameworks\n4. Built APIs and integrated third-party services for seamless data flow\n5. Optimized website performance by troubleshooting and resolving issues related to code and database\n6. Conducted code reviews and provided feedback to ensure code quality and adherence to best practices\n7. Implemented security measures to protect sensitive user data\n8. Worked on bug fixing and improving application performance\n9. Exercised version control using Git for efficient team collaboration\n10. Participated in sprint planning meetings and actively contributed to the software development life cycle\n11. Stayed updated with emerging technologies and trends in full stack development\n12. Mentored junior developers and facilitated knowledge sharing within the team']"
66d1ac36b2a43d53531ff35f,65a1836ecc6a2b001476e59f,"['Computer Engineer', 'Java Trainee', 'Back-End Developer']","['Natural Language Processing', 'Python', 'Ability to work under pressure', 'Ability to Follow Instructions', 'Algorithms', 'Problem-solving', 'Data Structures', 'Teamwork', 'java', ""Ability to Interpret Client's Vision"", 'UI Animation', 'UI/UX Design', 'SQL']",8.01,['Python Developer Intern'],"[""The internship is based on Realtime project categorized in health\rsector\r\nThis project helps in automating the pharmacy's and providing the\r\ngreat facilities to shop.""]"
66d1ac36b2a43d53531ff35f,65a203f6faf9360f490a4e57,"['Data Scientist', 'Software Engineer', 'Junior Data Analyst']","['Microsoft Excel', 'SQL', 'Python', 'Power BI', 'java', 'Data Analytics']",7.37,['Data Analyst'],['no']
66d1ac36b2a43d53531ff35f,65a1755ef749d8d5e248f8e0,"['Software Engineer', 'Front-End Developer', 'Full Stack Developer']","['java', 'Python', 'HTML/CSS', 'Ability to Follow Instructions', 'Ability to handle difficult situations', 'Algorithms and Data Structures', 'Object-Oriented Programming', 'Artificial Intelligence', 'C/C++', 'Computer Networks', 'Ability to work under pressure', 'Ability to manage a group', 'Adaptability', 'Analytical and problem-solving skills', 'Basic Computer Skills', 'Basic Math Skills', 'Database Management', 'Front-end Development', 'Linux', 'Operating Systems', 'Multitasking', 'SQL', 'Public speaking and presentation skills', 'Problem Solving', 'C++']",7.68,['Intern'],"[""Learned about the company's products and services\nAssisted in market research and competitive analysis\nSupported the marketing team with social media content creation\nParticipated in brainstorming sessions for new product ideas\nAssisted in the development of marketing campaigns\nLearned about digital marketing strategies and techniques\nContributed to the creation of marketing materials such as brochures and presentations\nAttended team meetings and gained insights into the company's operations\nAssisted in customer support tasks and handled inquiries\nShadowed experienced professionals to learn about their roles and responsibilities""]"
66d1ac36b2a43d53531ff35f,65a23a01faf9360f490a753d,"['Cybersecurity Analyst', 'Full Stack Developer', 'Data Engineer']","['Programming languages (e.g., Java, C++, Python)', 'java', 'Python', 'CAE']",7.45,['Front-End Developer'],['1. Developed and maintained front-end components for various web applications.\n2. Collaborated with cross-functional teams to gather requirements and define project scope.\n3. Implemented responsive designs to ensure optimal user experience across devices.\n4. Conducted code reviews and provided constructive feedback to improve code quality.\n5. Worked closely with designers to translate UI/UX wireframes into interactive web pages.\n']
66d1ac36b2a43d53531ff35f,65a20f5d14a5f3624a10580f,"['Web Developer', 'Data Engineer', 'Junior Data Analyst']","['Communication Skills', 'Problem Analysis', 'Python']",7.74,['Leader'],"['Done UROP project on topic ""Grain Size Analysis Using Machine Learning']"
66d1ac36b2a43d53531ff35f,65a134c9faf9360f4909f0da,"['Data Scientist', 'Cloud Consultant', 'Full Stack Developer']","['java', 'Python', 'Database management']",7.75,['Full Stack Developer'],"['We developed a website which containts the details of every course in a particular degree of education like For Ex:- Engineering , Doctor , Lawyer etc so that the students can know the chances that they have in the future to select.\n\nThis helps every student so that they can know what are the chances they have and so that they can help the students to take better choice.']"
66d1ac36b2a43d53531ff35f,65a12deefaf9360f4909ee2d,"['Full Stack Developer', 'UX/UI Designer', 'Front-End Developer', 'Mobile App Developer']","['Algorithms and Data Structures', 'Cloud Computing']",7.59,"['FLutter developer', 'AWS Cloud Computing']","['Developed and maintained Flutter applications for the company\nCollaborated with a team of developers to create innovative solutions\nParticipated in code reviews and provided feedback to improve code quality\nImplemented new features and enhancements based on client requirements\nOptimized application performance to ensure smooth user experience\nTroubleshooted and resolved any issues or bugs reported by users\nKept up to date with the latest Flutter developments and best practices\nWorked closely with designers and product managers to create user-friendly interfaces\nContributed to the overall architecture and design of the applications\nProvided support and guidance to junior developers\nParticipated in regular team meetings and brainstorming sessions\nCollaborated with cross-functional teams to integrate Flutter applications with backend systems\nResearched and experimented with new technologies to improve development processes\nDeveloped and maintained documentation for the Flutter projects', ""Conducted training sessions on AWS Cloud Computing for the employees\nAssisted in the migration of company data to the AWS cloud\nImplemented and managed various AWS services such as EC2, S3, RDS\nCollaborated with cross-functional teams to develop effective cloud solutions\nProvided technical support to resolve cloud-related issues\nAssessed and optimized the company's cloud infrastructure for cost-efficiency\nImplemented and monitored cloud security measures to safeguard company data\nParticipated in workshops and conferences to stay updated with the latest trends in AWS\nCreated and maintained documentation for cloud architecture and best practices\nContributed to the development of cloud-based applications and solutions""]"
66d1ac36b2a43d53531ff35f,65a01a0afaf9360f4909d183,"['Cybersecurity Analyst', 'Front-End Developer', 'Computer Engineer']","['Python', 'Collaboration and Teamwork', 'Leadership and Team Management', 'HTML/CSS', 'java', 'JavaScript', 'Mobile App Design']",7.09,['Mobile App Developer'],"[""Currently working on the development of it's app""]"
66d1ac36b2a43d53531ff35f,65a13922faf9360f4909f330,"['Software Engineer', 'AI Specialist', 'Back-End Developer']","['Backend Development', 'Back-end Frameworks (e.g., Node.js, Django)', 'Node.js', 'Express.js', 'MongoDB', 'React', 'CSS', 'HTML', 'JavaScript', 'Team Management', 'Leadership', 'java', 'SQL', 'Algorithms and Data Structures', 'Problem-solving', 'Artificial Intelligence', 'Machine Learning', 'Leadership and Team Management', 'Time Management', 'Flexibility and adaptability']",9.21,"['Student Council', 'School Headboy']","['Engaged as an active member of the SRMAP Student Council, contributing to numerous event organizing initiatives. Specialized in Public Relations, serving as a liaison between the management and students, fostering effective communication and collaboration.', ' Served as the appointed Head Boy/Captain, undertaking diverse responsibilities that Included proficiently organizing and managing multiple events, Acquired invaluable skills in leadership, teamwork, time management, and efficient work management during this tenure']"
66d1ac36b2a43d53531ff35f,65a111f2faf9360f4909e133,"['Front-End Developer', 'Back-End Developer', 'Full Stack Developer', 'Software Engineer', 'Computer Engineer', 'DevOps Engineer']","['Jenkins', 'Algorithms and Data Structures', 'C++', 'Node.js', 'AWS', 'DevOps', 'Front-End Frameworks (React, Angular, Vue)', 'Front-end Development', 'HTML', 'CSS', 'JavaScript', 'React', 'API Design', 'API Development', 'SQL', 'Linux', 'Python', 'Problem-solving', 'Java', 'Google Cloud Platform', 'Front-end Frameworks (e.g., React, Angular)', 'Back-end Frameworks (e.g., Node.js, Django)', 'Backend Development', 'MongoDB', 'Firebase']",8.16,['Full Stack Developer'],"[' Conceptualized and executed a fully-featured E-commerce website, where my tenacity and innovative thinking played\n pivotal roles in achieving project objectives.\n  The website offers users the ability to register, login, update billing details, add items to their cart, and seamlessly complete\n the checkout process.\n']"
66d1ac36b2a43d53531ff35f,65a2158efaf9360f490a627b,"['Full Stack Developer', 'Front-End Developer', 'Back-End Developer']","['Blockchain security', 'HTML/CSS', 'Decentralized applications (DApps)', 'Blockchain development', 'Cryptocurrency', 'Smart contract development', 'JavaScript', 'Problem-solving', 'Python', 'java', 'Blockchain']",8.67,"['Blockchain', 'Full Stack Developer']",['1. Developed and implemented blockchain applications for the company.\n2. Collaborated with the IT and software teams to integrate blockchain technology in existing systems.\n3. Conducted research on emerging blockchain trends and identified potential use cases for the company.\n4. Assisted in building and maintaining blockchain networks and infrastructure.\n5. Conducted thorough testing and debugging of blockchain applications to ensure optimal performance and security.\n6. Participated in brainstorming sessions to propose innovative ideas for blockchain integration.\n7. Assisted in the design and development of smart contracts using blockchain platforms.\n8. Worked closely with cross-functional teams to ensure successful implementation of blockchain projects.\n9. Stayed updated with the latest advancements in blockchain technology to support informed decision-making.\n10. Contributed to the documentation and dissemination of blockchain-related knowledge and best practices within the company.']
66d1ac36b2a43d53531ff35f,65a19970faf9360f490a3485,"['Software Engineer', 'Full Stack Developer', 'Back-End Developer', 'Front-End Developer']","['Node.js', 'Express.js', 'HTML/CSS', 'JavaScript', 'Front-end Frameworks (e.g., React, Angular)']",8.02,['Front Stack Developer'],"['Completed numerous full-stack development projects\nCollaborated with a team of developers to create and implement web applications\nUtilized various technologies such as HTML, CSS, JavaScript, and Ruby on Rails\nDeveloped and maintained database schemas and queries\nContributed to the improvement of existing codebase\nEngaged in code reviews and provided constructive feedback\nResearched and implemented new technologies to enhance application functionalities\nEnsured code quality and adherence to company coding standards\nParticipated in agile development methodologies and scrum meetings\nWorked closely with UX/UI designers to translate wireframes into functional features']"
66d1ac36b2a43d53531ff35f,65a2138da2938f15aa59a9bd,"['Cybersecurity Analyst', 'Back-End Developer', 'Data Scientist']","['HTML/CSS', 'Front-End Frameworks (React, Angular, Vue)', 'Node.js', 'Express.js', 'MongoDB']",8.41,"['Intern', 'Intern']","['Aws cloud intern\n', 'Phishing url detection using machine learning algorithms ']"
66d1ac36b2a43d53531ff35f,65a1c07ffaf9360f490a39c4,"['Full Stack Developer', 'AI Specialist', 'Data Scientist']","['Python', 'java', 'Web Development', 'Problem-solving']",7.51,['web development'],['Created responsive and visually appealing websites for clients\nDeveloped user-friendly interfaces to enhance user experience\nImplemented efficient coding practices to optimize website performance\nCollaborated with cross-functional teams to gather client requirements and ensure project success\nRegularly tested and debugged websites to maintain functionality\nStayed up-to-date with the latest web development trends and technologies\nParticipated in code reviews to ensure high-quality coding standards\nProvided technical support and troubleshooting assistance to clients\nSuccessfully delivered projects within specified timeframes\nContinuously improved skills and knowledge in web development through self-learning and training programs']
66d1ac36b2a43d53531ff35f,65a01a42faf9360f4909d189,"['Full Stack Developer', 'Business Intelligence Analyst', 'Back-End Developer']","['JavaScript', 'CSS', 'HTML', 'Figma', 'SQL', 'Python', 'java', 'Machine Learning', 'Artificial Intelligence', 'C/C++', 'Algorithms and Data Structures', 'Strategic Communications', 'Web Development']",8.45,['User Experience Designer'],"['• Figma: Elevating E-commerce Design:\nDesigned web pages utilizing Figma, to provide an immersive shopping experience like homepage, cart page etc. which had reduced website clutter by 8%.\n\n• Figma: Seamless Front-End Design:\nUtilized Figma to design intuitive layouts and styles, ensuring smooth continuity between webpages, which reduced the buffer rate by 6%.\n\n•  UI/UX Enhancement for Web :\nEnhanced website designs for a better user experience, resulting in a 3% increase in product recommendations on a single page.\n\n• Pro UI/UX: E-commerce Excellence:\nGenerated industry-standard UI/UX, prioritizing intuitive navigation and visual appeal for product listings and checkout, which improved the transition smoothness by 12%.']"
66d1ac36b2a43d53531ff35f,65a1123cfaf9360f4909e1a1,"['AI Specialist', 'Computer Engineer']","['Python', 'Problem-solving', 'C++', 'Java', 'Algorithms and Data Structures', 'Critical Thinking']",9.37,['Research Assistant'],['Studied and analyzed various research papers related to my field of interest\nConducted experiments and collected data for my research project\nCollaborated with fellow researchers to brainstorm ideas and discuss findings\nAttended conferences and seminars to stay updated with the latest trends in the industry\nPresented my research findings at internal and external events\nPublished research papers in reputed journals\nAssisted in organizing research workshops and events\nApplied for grants and funding to support my research\nUtilized advanced laboratory equipment and techniques for data analysis\nDeveloped and designed new methodologies to improve existing research practices\nMentored junior research students and provided guidance in their projects\nParticipated in peer-review process for evaluating research proposals and papers\nCollaborated with industry experts for real-world applications of research findings\nContributed to the overall research objectives of the company\nContinued learning and exploring new areas of research to expand my knowledge']
66d1ac36b2a43d53531ff35f,65a314b8edcbfabbb684b2fb,"['Full Stack Developer', 'Data Engineer', 'Business Intelligence Analyst']","['Python', 'java', 'CAE']",8.65,['Research Intern'],"['I have done a research internship under the guidance of our faculty.There, I came to know how networking actually works,role of wireless communication these days, how can we implement device-to-device communication in wireless 5G networks.']"
66d1ac36b2a43d53531ff35f,65a1f3c99e87382faf450270,"['Full Stack Developer', 'DevOps Engineer', 'Back-End Developer']","['AJAX', 'API Development', 'API Integration', 'Problem-solving', 'SQL', 'AWS', 'Web Development', 'Node.js', 'React', 'MongoDB', 'java', 'JavaScript', 'Express.js', 'Algorithms and Data Structures']",8.05,['Web Developer'],"['I am an undergraduate CSE student. I have theoretical-knowledge in software domain. And I’m blockchain enthusiast.Very well versed with full stack skills and Matlab,(solidity) that is used for developing smart contracts on Ethereum blockchain.I have research background in AI/ML.I believe in learning things practically and with research, I can thoughtfully offer unique perspective on the issue at hand.My CSE interest includes web development ,DSA and I am proficient in Java,C,C++,c# and Python.']"
66d1ac36b2a43d53531ff35f,65a0303bfaf9360f4909d2ec,"['Cybersecurity Analyst', 'Business Intelligence Analyst', 'Data Scientist']","['SQL', 'Excel', 'Data Visualization', 'Data Analysis', 'Active listening', 'Ability to Follow Instructions', 'Ability to provide accurate information', 'Communication and interpersonal skills', 'Analytical and problem-solving skills']",7.56,['Data Analyst and Marketer'],"['Location : Germany\nWorking Remotely\nFindingSustainia is the place for Change Gestalters to connect, enjoy actionable content, and grow.']"
